"country","iso_code","year","gdp","population","electricity_generation","per_capita_electricity","biofuel_electricity","coal_electricity","gas_electricity","oil_electricity","hydro_electricity","nuclear_electricity","solar_electricity","wind_electricity","other_renewable_exc_biofuel_electricity","coal_production","gas_production","oil_production","biofuel_consumption","coal_consumption","gas_consumption","oil_consumption","hydro_consumption","nuclear_consumption","primary_energy_consumption","solar_consumption","wind_consumption","biofuel_share_elec","coal_share_elec","gas_share_elec","oil_share_elec","hydro_share_elec","nuclear_share_elec","solar_share_elec","wind_share_elec","energy_cons_change_pct","energy_cons_change_twh","energy_per_gdp","energy_per_capita"
"Ecuador","ECU",2012,157000000000,15474000,22.106,1428.612,0.296,0,5.428,4.265,12.116,0,0,0.002,0,0,0,314.639,0,0,7.49,131.75,31.521,0,171.58,0.001,0.006,1.339,0,24.553,19.291,54.808,0,0,0.009,5.588,9.08,1.093,11088.271
"Ecuador","ECU",2013,168000000000,15707000,22.442,1428.796,0.296,0,6.246,4.907,10.929,0,0.004,0.06,0,0,0,327.93,0,0,8.512,139.588,28.262,0,177.332,0.009,0.145,1.319,0,27.831,21.866,48.699,0,0.018,0.267,3.352,5.752,1.056,11289.99
"Ecuador","ECU",2014,173000000000,15952000,23.451,1470.083,0.399,0,6.503,5.109,11.343,0,0.016,0.08,0,0,0,346.36,0,0,8.726,147.011,29.159,0,186.253,0.042,0.203,1.701,0,27.732,21.788,48.369,0,0.068,0.341,5.031,8.921,1.077,11675.838
"Ecuador","ECU",2015,173000000000,16212000,25.07,1546.389,0.408,0,5.814,5.747,12.965,0,0.036,0.1,0,0,0,337.984,0,0,8.21,142.551,33.13,0,185.436,0.091,0.25,1.627,0,23.191,22.924,51.715,0,0.144,0.399,-0.439,-0.817,1.072,11438.164
"Ecuador","ECU",2016,169000000000,16491000,26.49,1606.32,0.49,0,5.13,5.071,15.675,0,0.039,0.084,0,0,0,342.215,0,0,8.863,133.902,39.819,0,184.356,0.097,0.211,1.85,0,19.367,19.145,59.174,0,0.147,0.317,-0.582,-1.079,1.091,11179.203
"Egypt","EGY",2000,355000000000,68832000,74.462,1081.788,0.314,0,43.181,17.269,13.56,0,0,0.137,0,0,202.125,451.871,0,10.111,192.5,323.219,39.383,0,565.438,0.001,0.224,0.422,0,57.991,23.192,18.211,0,0,0.184,6.01,32.056,1.593,8214.753
"Egypt","EGY",2001,377000000000,70153000,79.366,1131.332,0.311,0,46.812,17.043,14.979,0,0,0.221,0,0,242.55,436.579,0,8.895,235.813,310.647,39.778,0,595.628,0.002,0.494,0.392,0,58.982,21.474,18.873,0,0,0.278,5.339,30.19,1.58,8490.416
"Egypt","EGY",2002,388000000000,71485000,84.814,1186.453,0.32,0,57.077,14.482,12.73,0,0,0.204,0,0,262.763,432.405,0,9.542,255.063,301.163,38.372,0,604.726,0.003,0.583,0.377,0,67.297,17.076,15.009,0,0,0.241,1.527,9.097,1.559,8459.475
"Egypt","EGY",2003,401000000000,72826000,90.47,1242.282,0.325,0,62.344,14.544,12.889,0,0,0.368,0,0,289.713,430.453,0,9.894,285.863,309.426,35.251,0,641.215,0.003,0.779,0.359,0,68.911,16.076,14.247,0,0,0.407,6.034,36.49,1.599,8804.76
"Egypt","EGY",2004,420000000000,74172000,96.21,1297.124,0.325,0,69.717,13.128,12.518,0,0,0.523,0,0,317.625,404.539,0,10.113,305.113,319.872,34.735,0,671.2,0.003,1.364,0.338,0,72.463,13.645,13.011,0,0,0.544,4.676,29.984,1.598,9049.23
"Egypt","EGY",2005,449000000000,75524000,103.161,1365.931,0.326,0,76.099,13.666,12.518,0,0,0.552,0,0,409.063,385.109,0,9.894,304.15,354.923,34.011,0,704.353,0.003,1.372,0.316,0,73.767,13.247,12.134,0,0,0.535,4.939,33.154,1.569,9326.219
"Egypt","EGY",2006,483000000000,76874000,109.499,1424.399,0.333,0,80.816,14.938,12.796,0,0,0.616,0,0,526.488,385.044,0,9.9,351.313,342.242,34.172,0,739.247,0.003,1.617,0.304,0,73.806,13.642,11.686,0,0,0.563,4.954,34.894,1.531,9616.348
"Egypt","EGY",2007,552000000000,78232000,118.787,1518.393,0.34,0,86.896,15.365,15.355,0,0,0.831,0,0,536.017,392.572,0,8.999,369.215,365.014,37.765,0,782.756,0.003,1.76,0.286,0,73.153,12.935,12.927,0,0,0.7,5.886,43.509,1.418,10005.576
"Egypt","EGY",2008,653000000000,79636000,124.313,1561.018,0.329,0,91.308,17.21,14.535,0,0,0.931,0,0,567.587,402.376,0,8.098,393.085,390.485,39.85,0,833.976,0.004,2.454,0.265,0,73.45,13.844,11.692,0,0,0.749,6.544,51.22,1.277,10472.353
"Egypt","EGY",2009,685000000000,81135000,131.681,1622.986,0.31,0,97.172,20.332,12.734,0,0,1.133,0,0,603.392,409.408,0,7.198,409.448,411.484,36.132,0,866.988,0.006,2.721,0.235,0,73.794,15.44,9.67,0,0,0.86,3.958,33.012,1.266,10685.744
"Egypt","EGY",2010,800000000000,82761000,139.059,1680.251,0.314,0,104.124,19.999,12.916,0,0.206,1.5,0,0,590.205,406.738,0,5.396,434.184,434.756,33.777,0,911.854,0.066,3.674,0.226,0,74.877,14.382,9.288,0,0.148,1.079,5.175,44.866,1.14,11017.914
"Egypt","EGY",2011,919000000000,84529000,136.462,1614.385,0.315,0,105.196,16.403,12.805,0,0.223,1.52,0,0,591.433,401.733,0,5.126,477.593,405.115,33.663,0,926.005,0.243,4.265,0.231,0,77.088,12.02,9.384,0,0.163,1.114,1.552,14.151,1.008,10954.875
"Egypt","EGY",2012,943000000000,86422000,142.006,1643.165,0.311,0,108.969,18.376,12.99,0,0.237,1.123,0,0,585.982,403.209,0,4.542,506.372,424.017,33.556,0,973.227,0.15,4.591,0.219,0,76.735,12.94,9.148,0,0.167,0.791,5.1,47.222,1.032,11261.334
"Egypt","EGY",2013,974000000000,88405000,145.547,1646.37,0.316,0,106.988,23.479,13.218,0,0.214,1.332,0,0,539.649,398.97,0,4.487,495.014,428.648,33.889,0,966.139,0.151,3.95,0.217,0,73.508,16.131,9.082,0,0.147,0.915,-0.728,-7.088,0.992,10928.557
"Egypt","EGY",2014,1030000000000,90425000,151.988,1680.822,0.321,0,108.541,27.754,13.684,0,0.244,1.444,0,0,469.611,408.017,0,4.524,462.188,459.37,34.578,0,963.631,0.106,2.866,0.211,0,71.414,18.261,9.003,0,0.161,0.95,-0.26,-2.508,0.936,10656.69
"Egypt","EGY",2015,1070000000000,92443000,163.587,1769.595,0.318,0,115.288,32.344,13.41,0,0.168,2.058,0,0,425.907,411.394,0,9.544,460.188,477.56,34.616,0,986.807,0.165,4.734,0.194,0,70.475,19.772,8.197,0,0.103,1.258,2.405,23.176,0.922,10674.766
"Egypt","EGY",2016,1110000000000,94447000,167.733,1775.948,0.311,0,121.797,30.123,12.722,0,0.58,2.2,0,0,402.518,392.862,0,14.521,493.542,490.174,33.956,0,1038.808,0.263,6.352,0.185,0,72.614,17.959,7.585,0,0.346,1.312,5.27,52,0.936,10998.843
"Estonia","EST",2000,16247595008,1399000,8.513,6085.239,0.013,0,0.596,7.899,0.005,0,0,0,0,0,0,0,0,32.898,7.71,13.235,0.014,0,53.893,0,0,0.156,0,7.001,92.785,0.059,0,0,0,2.323,1.224,3.317,38522.647
"Estonia","EST",2001,17008637952,1392000,8.483,6094.109,0.011,0,0.599,7.866,0.007,0,0,0,0,0,0,0,0,32.445,8.279,15.253,0.019,0,56.027,0,0,0.13,0,7.061,92.727,0.083,0,0,0,3.959,2.134,3.294,40249.129
"Estonia","EST",2002,18237091840,1383000,8.527,6165.582,0.023,0,0.529,7.968,0.006,0,0,0.001,0,0,0,0,0,31.638,6.934,17.022,0.016,0,55.689,0,0.004,0.27,0,6.204,93.444,0.07,0,0,0.012,-0.604,-0.338,3.054,40266.458
"Estonia","EST",2003,19056140288,1373000,10.159,7399.126,0.03,0,0.504,9.606,0.013,0,0,0.006,0,0,0,0,0,36.583,7.641,16.168,0.035,0,60.515,0,0.017,0.295,0,4.961,94.557,0.128,0,0,0.059,8.667,4.827,3.176,44075.033
"Estonia","EST",2004,20073240576,1364000,10.304,7554.252,0.03,0,0.487,9.757,0.022,0,0,0.008,0,0,0,0,0,37.516,9.016,16.542,0.06,0,63.238,0,0.021,0.291,0,4.726,94.691,0.214,0,0,0.078,4.499,2.723,3.15,46361.915
"Estonia","EST",2005,22335879168,1356000,10.205,7526.055,0.035,0,0.544,9.55,0.022,0,0,0.054,0,0,0,0,0,35.965,9.3,16.714,0.059,0,62.273,0,0.145,0.346,0,5.331,93.579,0.216,0,0,0.529,-1.526,-0.965,2.788,45923.808
"Estonia","EST",2006,24778964992,1349000,9.732,7214.084,0.04,0,0.539,9.063,0.014,0,0,0.076,0,0,0,0,0,34.082,9.415,17.447,0.037,0,61.288,0,0.204,0.411,0,5.539,93.128,0.139,0,0,0.784,-1.582,-0.985,2.473,45431.938
"Estonia","EST",2007,27692089344,1344000,12.191,9070.357,0.033,0,0.344,11.701,0.022,0,0,0.091,0,0,0,0,0,41.082,9.365,18.633,0.058,0,69.476,0,0.242,0.27,0,2.822,95.984,0.179,0,0,0.745,13.36,8.188,2.509,51693.234
"Estonia","EST",2008,27294081024,1340000,10.582,7897.014,0.037,0,0.423,9.961,0.028,0,0,0.133,0,0,0,0,0,39.109,8.975,17.724,0.074,0,66.37,0,0.351,0.346,0,3.997,94.132,0.264,0,0,1.261,-4.471,-3.106,2.432,49529.486
"Estonia","EST",2009,25280647168,1336000,8.778,6570.599,0.313,0,0.108,8.13,0.032,0,0,0.196,0,0,0,0,0,35.502,6.096,15.942,0.084,0,58.962,0,0.512,3.563,0,1.23,92.615,0.364,0,0,2.228,-11.161,-7.407,2.332,44133.363
"Estonia","EST",2010,25912016896,1332000,12.964,9732.645,0.74,0,0.303,11.617,0.027,0,0,0.277,0,0,0,0,0,45.459,6.543,16.474,0.07,0,71.33,0,0.722,5.708,0,2.337,89.61,0.207,0,0,2.137,20.975,12.367,2.753,53550.725
"Estonia","EST",2011,28530108416,1328000,12.894,9709.127,0.781,0,0.25,11.464,0.03,0,0,0.369,0,0,0,0,0,48.49,5.898,15.942,0.078,0,73.5,0.001,0.954,6.057,0,1.939,88.912,0.233,0,0,2.859,3.042,2.17,2.576,55346.031
"Estonia","EST",2012,30716508160,1323000,11.966,9044.957,1.001,0,0.126,10.364,0.042,0,0,0.434,0,0,0,0,0,45.369,6.138,18.923,0.108,0,74.343,0.001,1.118,8.364,0,1.053,86.609,0.351,0,0,3.623,1.148,0.844,2.42,56193.041
"Estonia","EST",2013,31826479104,1319000,13.275,10064.118,0.665,0.013,0.089,11.953,0.026,0,0,0.529,0,0,0,0,0,48.719,6.328,18.666,0.067,0,76.936,0.004,1.354,5.01,0.098,0.67,90.044,0.192,0,0,3.985,3.487,2.593,2.417,58329.07
"Estonia","EST",2014,32669839360,1316000,12.446,9457.229,0.758,0.006,0.069,10.982,0.027,0,0,0.604,0,0,0,0,0,49.149,4.947,17.309,0.068,0,75.047,0.008,1.537,6.09,0.048,0.554,88.239,0.217,0,0,4.851,-2.456,-1.889,2.297,57026.325
"Estonia","EST",2015,33140150272,1315000,10.417,7921.369,0.76,0,0.062,8.853,0.027,0,0,0.715,0,0,0,0,0,44.453,4.398,17.294,0.068,0,70.081,0.015,1.809,7.296,0,0.595,84.989,0.255,0,0,6.864,-6.617,-4.966,2.115,53293.296
"Estonia","EST",2016,33684649984,1317000,12.186,9252.602,0.885,0,0.074,10.588,0.035,0,0.01,0.594,0,0,0,0,0,44.911,4.834,16.877,0.088,0,70.508,0.025,1.494,7.263,0,0.607,86.889,0.287,0,0.079,4.875,0.61,0.428,2.093,53537.079
"Finland","FIN",2000,171000000000,5188000,69.785,13451.215,8.639,8.487,10.131,5.309,14.66,22.479,0.002,0.078,0,0,0,0,0,58.327,39.41,130.744,40.552,63.085,356.192,0.004,0.213,12.38,12.162,14.517,7.608,21.007,32.212,0.002,0.112,0.698,2.468,2.083,68656.965
"Finland","FIN",2001,173000000000,5200000,74.307,14289.882,8.272,10.614,11.69,7.682,13.205,22.773,0.002,0.07,0,0,0,0,0,70.489,42.76,128.265,36.289,63.485,364.149,0.005,0.192,11.132,14.284,15.732,10.338,17.771,30.647,0.002,0.094,2.234,7.956,2.105,70028.558
"Finland","FIN",2002,175000000000,5213000,74.72,14333.431,8.989,12.706,11.625,8.263,10.776,22.295,0.002,0.064,0,0,0,0,0.008,76.591,42.46,132.884,29.422,61.751,367.786,0.005,0.173,12.03,17.005,15.558,11.059,14.422,29.838,0.002,0.086,0.999,3.638,2.102,70551.751
"Finland","FIN",2003,174000000000,5227000,84.08,16085.776,9.379,19.248,13.848,9.188,9.591,22.731,0.002,0.093,0,0,0,0,0.047,95.593,47,137.64,26.019,62.603,394.472,0.006,0.25,11.155,22.892,16.47,10.928,11.407,27.035,0.002,0.111,7.256,26.686,2.267,75468.204
"Finland","FIN",2004,183000000000,5242000,85.588,16327.427,10.44,16.497,12.747,7.996,15.07,22.716,0.002,0.12,0,0,0,0,0.055,85.88,45.28,128.403,40.646,62.158,390.828,0.006,0.326,12.197,19.275,14.893,9.343,17.607,26.541,0.003,0.141,-0.924,-3.644,2.136,74557.08
"Finland","FIN",2005,188000000000,5259000,70.336,13374.325,9.512,6.497,11.231,5.868,13.784,23.271,0.003,0.17,0,0,0,0,0,55.169,41.43,132.875,36.484,63.301,355.218,0.007,0.453,13.524,9.237,15.968,8.343,19.597,33.086,0.004,0.242,-9.112,-35.611,1.889,67544.687
"Finland","FIN",2006,195000000000,5277000,82.054,15549.428,10.814,16.325,12.323,8.034,11.494,22.906,0.003,0.156,0,0,0,0,0.008,86.154,44.28,128.284,30.545,61.91,380.35,0.009,0.408,13.179,19.895,15.018,9.791,14.007,27.916,0.004,0.19,7.075,25.132,1.951,72076.934
"Finland","FIN",2007,210000000000,5298000,80.926,15274.886,9.955,13.888,10.557,8.734,14.177,23.423,0.004,0.188,0,0,0,0,0.016,81.353,40.96,129.707,37.538,62.915,379.37,0.01,0.5,12.301,17.161,13.045,10.793,17.519,28.944,0.005,0.233,-0.258,-0.98,1.807,71606.265
"Finland","FIN",2008,214000000000,5319000,76.995,14475.529,10.405,8.502,11.033,6.721,17.112,22.958,0.004,0.261,0,0,0,0,0.899,62.044,41.881,126.656,45.088,61.269,365.965,0.01,0.688,13.513,11.042,14.329,8.729,22.225,29.817,0.005,0.338,-3.533,-13.405,1.71,68803.365
"Finland","FIN",2009,202000000000,5342000,71.772,13435.417,8.734,11.126,9.819,5.6,12.686,23.526,0.004,0.277,0,0,0,0,1.495,62.49,37.38,118.843,33.318,62.413,339.614,0.011,0.726,12.169,15.502,13.681,7.803,17.675,32.779,0.006,0.385,-7.2,-26.351,1.681,63574.284
"Finland","FIN",2010,204000000000,5366000,80.363,14976.288,10.974,14.541,11.262,7.564,12.922,22.8,0.005,0.294,0,0,0,0,1.489,78.925,41.3,124.578,33.561,60.076,369.339,0.012,0.767,13.656,18.094,14.014,9.413,16.08,28.371,0.006,0.366,8.753,29.725,1.81,68829.453
"Finland","FIN",2011,207000000000,5390000,73.198,13580.407,11.245,9.776,9.447,6.612,12.445,23.187,0.005,0.481,0,0,0,0,2.206,64.118,36.12,118.241,32.14,60.737,343.803,0.014,1.248,15.362,13.355,12.906,9.033,17.002,31.677,0.007,0.658,-6.914,-25.536,1.661,63785.369
"Finland","FIN",2012,210000000000,5415000,70.088,12943.262,11.2,7.098,6.732,4.712,16.859,22.987,0.006,0.494,0,0,0,0,2.194,52.502,31.945,113.127,43.364,59.819,332.833,0.015,1.273,15.98,10.127,9.605,6.722,24.054,32.797,0.008,0.705,-3.191,-10.97,1.585,61464.95
"Finland","FIN",2013,206000000000,5439000,70.967,13047.884,12.011,10.688,6.788,4.256,12.839,23.606,0.006,0.774,0,0,0,0,2.411,58.041,29.707,118.353,32.772,61.105,334.963,0.017,1.981,16.925,15.06,9.565,5.997,18.091,33.263,0.009,1.09,0.64,2.13,1.626,61585.338
"Finland","FIN",2014,207000000000,5461000,67.802,12415.588,11.759,7.923,5.521,4.507,13.397,23.58,0.008,1.107,0,0,0,0,5.092,52.025,26.556,111.64,34.036,60.665,322.646,0.02,2.818,17.343,11.686,8.143,6.647,19.759,34.778,0.011,1.633,-3.677,-12.317,1.559,59081.808
"Finland","FIN",2015,208000000000,5481000,68.349,12470.186,11.419,5.12,5.195,4.262,16.769,23.245,0.011,2.327,0,0,0,0,5.085,44.405,22.879,111.208,42.378,59.452,319.955,0.029,5.888,16.707,7.491,7.601,6.236,24.534,34.009,0.017,3.405,-0.834,-2.691,1.538,58375.279
"Finland","FIN",2016,211000000000,5498000,68.491,12457.471,11.523,6.974,3.738,4.164,15.799,23.203,0.022,3.068,0,0,0,0,1.873,50.786,20.053,120.014,39.714,58.979,327.915,0.056,7.715,16.824,10.182,5.458,6.08,23.067,33.877,0.032,4.479,2.488,7.96,1.554,59642.518
"France","FRA",2000,1930000000000,59015000,535.185,9068.626,2.479,27.004,11.514,12.102,66.363,415.162,0.005,0.048,0.507,0,0,0,3.688,164.761,415.964,1138.983,184.342,1153.229,3069.409,0.015,0.133,0.463,5.046,2.151,2.261,12.4,77.574,0.001,0.009,1.283,38.896,1.59,52010.66
"France","FRA",2001,2010000000000,59384000,545.287,9182.385,2.849,20.478,15.146,10.848,74.267,421.076,0.006,0.131,0.485,0,0,0,3.736,144.188,436.684,1144.569,204.961,1162.061,3105.778,0.017,0.362,0.522,3.755,2.778,1.989,13.62,77.221,0.001,0.024,1.185,36.369,1.545,52299.909
"France","FRA",2002,2050000000000,59803000,553.631,9257.575,3.043,23.658,18.369,10.637,60.397,436.76,0.007,0.266,0.494,0,0,0,3.917,148.61,435.943,1112.982,165.605,1197.569,3075.07,0.019,0.727,0.55,4.273,3.318,1.921,10.909,78.89,0.001,0.048,-0.989,-30.708,1.5,51419.992
"France","FRA",2003,1960000000000,60252000,561.504,9319.251,3.227,26.26,19.368,11.749,58.944,441.07,0.008,0.388,0.49,0,0,0,3.596,157.979,457.269,1114.922,160.582,1201.634,3107.187,0.021,1.057,0.575,4.677,3.449,2.092,10.497,78.552,0.001,0.069,1.044,32.118,1.585,51569.863
"France","FRA",2004,2020000000000,60698000,568.71,9369.508,3.312,24.372,21.049,11.108,59.555,448.241,0.008,0.595,0.47,0,0,0,3.922,150.389,466.926,1124.853,161.216,1213.392,3132.569,0.023,1.611,0.582,4.285,3.701,1.953,10.472,78.817,0.001,0.105,0.817,25.381,1.551,51609.093
"France","FRA",2005,2110000000000,61120000,571.21,9345.711,3.391,27.515,23.069,12.772,51.48,451.529,0.011,0.963,0.481,0,0,0,6.649,156.185,477.126,1109.279,138.475,1214.557,3115.302,0.028,2.588,0.594,4.817,4.039,2.236,9.012,79.048,0.002,0.169,-0.551,-17.267,1.476,50970.25
"France","FRA",2006,2170000000000,61509000,569.433,9257.713,3.377,22.889,21.76,12.253,56.304,450.191,0.012,2.183,0.464,0,0,0,8.066,144.318,460.806,1106.108,150.496,1203.342,3089.266,0.032,5.832,0.593,4.02,3.821,2.152,9.888,79.06,0.002,0.383,-0.836,-26.035,1.424,50224.625
"France","FRA",2007,2290000000000,61869000,563.809,9112.955,3.751,24.446,21.987,11.738,57.604,439.73,0.018,4.07,0.465,0,0,0,16.244,149.409,447.61,1078.218,153.011,1168.034,3034.583,0.048,10.811,0.665,4.336,3.9,2.082,10.217,77.993,0.003,0.722,-1.77,-54.684,1.325,49048.521
"France","FRA",2008,2300000000000,62209000,568.852,9144.204,3.971,23.063,21.884,10.632,63.654,439.447,0.042,5.694,0.465,0,0,0,26.356,140.409,463.865,1057.444,168.031,1160.032,3042.988,0.111,15.031,0.698,4.054,3.847,1.869,11.19,77.252,0.007,1.001,0.277,8.405,1.323,48915.553
"France","FRA",2009,2280000000000,62543000,530.712,8485.556,4.13,21.667,20.503,9.148,56.994,409.736,0.174,7.912,0.448,0,0,0,28.157,125.028,447.311,1015.338,149.521,1074.926,2873.505,0.456,20.757,0.778,4.083,3.863,1.724,10.739,77.205,0.033,1.491,-5.57,-169.483,1.26,45944.468
"France","FRA",2010,2330000000000,62880000,564.341,8974.891,4.441,23.359,23.758,10.507,62.714,428.521,0.62,9.945,0.476,0,0,0,27.6,133.871,495.645,980.46,163.518,1117.31,2958.771,1.617,25.93,0.787,4.139,4.21,1.862,11.113,75.933,0.11,1.762,2.967,85.266,1.27,47054.249
"France","FRA",2011,2390000000000,63222000,567.805,8981.131,5.036,17.807,29.489,12.095,45.745,442.388,2.334,12.372,0.54,0,0,0,27.254,113.607,430.191,959.818,116.074,1146.433,2844.195,5.385,31.232,0.887,3.136,5.194,2.13,8.056,77.912,0.411,2.179,-3.872,-114.576,1.19,44987.427
"France","FRA",2012,2410000000000,63564000,566.978,8919.804,5.256,21.45,22.753,12.161,59.832,425.406,4.428,15.178,0.514,0,0,0,29.814,128.7,444.443,927.796,151.11,1095.744,2840.253,10.344,38.412,0.927,3.783,4.013,2.145,10.553,75.03,0.781,2.677,-0.139,-3.942,1.179,44683.356
"France","FRA",2013,2500000000000,63894000,576.208,9018.191,5.537,23.831,18.393,11.016,71.922,423.685,5.194,16.127,0.504,0,0,0,30.356,134.494,451.432,915.609,181.05,1084.737,2864.644,12.123,41.048,0.961,4.136,3.192,1.912,12.482,73.53,0.901,2.799,0.859,24.391,1.146,44834.32
"France","FRA",2014,2530000000000,64194000,566.009,8817.17,5.909,11.242,13.163,11.164,63.773,436.479,6.391,17.324,0.564,0,0,0,32.721,100.448,379.084,885.226,159.897,1110.801,2741.928,15.048,43.897,1.044,1.986,2.326,1.972,11.267,77.115,1.129,3.061,-4.284,-122.716,1.084,42713.158
"France","FRA",2015,2560000000000,64453000,573.867,8903.655,6.522,11.874,21.143,11.591,55.556,437.428,7.753,21.421,0.579,0,0,0,33.013,97.503,407.518,885.705,137.73,1106.59,2756.51,18.371,53.755,1.137,2.069,3.684,2.02,9.681,76.225,1.351,3.733,0.532,14.581,1.077,42767.747
"France","FRA",2016,2600000000000,64668000,558.773,8640.64,7.535,10.344,34.967,11.253,60.839,403.195,8.659,21.381,0.598,0,0,0,33.208,94.878,445.3,879.692,150.996,1013.953,2711.574,20.521,53.817,1.349,1.851,6.258,2.014,10.888,72.157,1.55,3.826,-1.63,-44.936,1.043,41930.685
"Germany","DEU",2000,2790000000000,81401000,571.94,7026.204,3.4,291.4,49.2,23.9,24.9,169.6,0.04,9.5,0,706.087,176.655,0,2.569,992.097,829.246,1570.436,69.074,471.128,3974.284,0.167,26.425,0.594,50.949,8.602,4.179,4.354,29.653,0.007,1.661,0.632,24.974,1.424,48823.532
"Germany","DEU",2001,2840000000000,81454000,582,7145.137,5.2,293.2,55.5,23,23.2,171.3,0.1,10.5,0,677.529,178.334,0,3.597,994.937,874.483,1590.965,64.139,472.758,4044.479,0.21,29.002,0.893,50.378,9.536,3.952,3.986,29.433,0.017,1.804,1.766,70.195,1.424,49653.537
"Germany","DEU",2002,2860000000000,81535000,581.9,7136.812,6.4,292.6,56.3,22.1,23.7,164.8,0.2,15.8,0,679.462,177.868,0,5.652,997.15,873.128,1537.781,64.879,451.986,3990.889,0.444,43.284,1.1,50.284,9.675,3.798,4.073,28.321,0.034,2.715,-1.325,-53.59,1.395,48946.94
"Germany","DEU",2003,2880000000000,81614000,604.1,7401.916,8.9,304.7,62.9,25.3,17.7,165.1,0.3,19.2,0,672.201,185.157,0,8.099,1013.621,883.72,1507.718,48.281,449.683,3987.042,0.853,50.981,1.473,50.439,10.412,4.188,2.93,27.33,0.05,3.178,-0.096,-3.846,1.384,48852.431
"Germany","DEU",2004,2960000000000,81646000,611.9,7494.55,10.7,298.8,63,25.5,20.1,167.1,0.6,26.1,0,679.345,171.335,0,10.822,988.111,888.211,1490.491,54.4,452.246,3983.189,1.508,69.053,1.749,48.832,10.296,4.167,3.285,27.308,0.098,4.265,-0.097,-3.853,1.346,48786.086
"Germany","DEU",2005,3070000000000,81603000,616.5,7554.869,14.7,288.2,72.7,29.1,19.6,163,1.3,27.9,0,657.931,165.427,0,20.039,945.388,902.811,1460.059,52.826,438.555,3934.98,3.448,73.243,2.384,46.748,11.792,4.72,3.179,26.44,0.211,4.526,-1.21,-48.209,1.282,48221.023
"Germany","DEU",2006,3190000000000,81472000,633.6,7776.905,18.9,289,75.3,29.4,20,167.4,2.2,31.4,0,620.454,163.422,0,32.012,983.312,920.07,1457.238,53.482,447.336,4031.456,5.934,82.087,2.983,45.612,11.884,4.64,3.157,26.42,0.347,4.956,2.452,96.475,1.264,49482.713
"Germany","DEU",2007,3370000000000,81278000,634.5,7806.541,24.6,297.1,78.1,29.4,21.2,140.5,3.1,40.5,0,632.836,149.697,0,36.338,1008.288,886.363,1319.46,56.23,373.294,3858.342,8.168,105.488,3.877,46.824,12.309,4.634,3.341,22.143,0.489,6.383,-4.294,-173.113,1.145,47470.932
"Germany","DEU",2008,3390000000000,81066000,635.5,7839.291,28,275.2,89.1,28.2,20.4,148.8,4.4,41.4,0,582.616,136.351,0,31.971,931.809,895.007,1399.07,53.964,392.735,3896.741,11.668,107.105,4.406,43.304,14.02,4.437,3.21,23.415,0.692,6.515,0.995,38.398,1.149,48068.741
"Germany","DEU",2009,3230000000000,80900000,590.938,7304.549,30.8,253.5,80.9,25.7,19,134.9,6.6,39.538,0,539.803,127.462,0,31.885,834.293,844.302,1339.839,49.927,353.989,3653.974,17.27,101.391,5.212,42.898,13.69,4.349,3.215,22.828,1.117,6.691,-6.23,-242.766,1.131,45166.556
"Germany","DEU",2010,3370000000000,80827000,626.8,7754.834,33.9,262.9,89.3,28.8,21,140.6,11.7,38.6,0,533.795,111.24,0,32.021,896.173,880.713,1357.645,54.632,366.481,3807.278,30.582,100.506,5.408,41.943,14.247,4.595,3.35,22.431,1.867,6.158,4.196,153.304,1.13,47104.036
"Germany","DEU",2011,3520000000000,80856000,607.5,7513.357,36.9,262.5,86.1,26.8,17.7,108,19.6,49.9,0,543.483,104.655,0,33.355,910.792,808.608,1313.272,45.797,279.804,3667.27,50.79,129.203,6.074,43.21,14.173,4.412,2.914,17.778,3.226,8.214,-3.677,-140.008,1.042,45355.574
"Germany","DEU",2012,3530000000000,80973000,623.1,7695.158,43.3,277.1,76.4,27,21.8,99.5,26.4,51.6,0,555.596,94.614,0,35.513,936.075,811.101,1305.39,56.899,256.185,3713.573,67.949,133.115,6.949,44.471,12.261,4.333,3.499,15.969,4.237,8.281,1.263,46.303,1.052,45861.865
"Germany","DEU",2013,3650000000000,81174000,632.9,7796.831,45.5,288.2,67.5,27.6,23,97.3,31,52.7,0.1,524.757,86.041,0,31.81,963.399,849.744,1334.263,58.88,249.086,3818.325,79.393,135.02,7.189,45.536,10.665,4.361,3.634,15.374,4.898,8.327,2.821,104.752,1.046,47038.77
"Germany","DEU",2014,3780000000000,81450000,622,7636.587,48.3,274.4,61.1,26.8,19.6,97.1,36.1,58.5,0.1,513.277,80.827,0,33.34,925.896,738.951,1298.319,49.847,247.185,3657.303,91.759,148.87,7.765,44.116,9.823,4.309,3.151,15.611,5.804,9.405,-4.217,-161.022,0.968,44902.427
"Germany","DEU",2015,3850000000000,81787000,642.4,7854.549,50.4,272.2,62,27.6,19,91.8,38.7,80.6,0.1,497.91,75.244,0,31.267,915.057,769.537,1296.543,48.008,232.198,3722.186,97.968,203.96,7.846,42.372,9.651,4.296,2.958,14.29,6.024,12.547,1.774,64.883,0.967,45510.725
"Germany","DEU",2016,3920000000000,82194000,644.8,7844.855,50.9,261.7,81.3,27.5,20.5,84.6,38.1,80,0.2,460.973,69.23,0,31.334,889.936,848.848,1323.32,51.67,212.837,3783.259,95.809,200.992,7.894,40.586,12.609,4.265,3.179,13.12,5.909,12.407,1.641,61.074,0.965,46028.413
