"country","iso_code","year","gdp","population","electricity_generation","per_capita_electricity","biofuel_electricity","coal_electricity","gas_electricity","oil_electricity","hydro_electricity","nuclear_electricity","solar_electricity","wind_electricity","other_renewable_exc_biofuel_electricity","coal_production","gas_production","oil_production","biofuel_consumption","coal_consumption","gas_consumption","oil_consumption","hydro_consumption","nuclear_consumption","primary_energy_consumption","solar_consumption","wind_consumption","biofuel_share_elec","coal_share_elec","gas_share_elec","oil_share_elec","hydro_share_elec","nuclear_share_elec","solar_share_elec","wind_share_elec","energy_cons_change_pct","energy_cons_change_twh","energy_per_gdp","energy_per_capita"
"Algeria","DZA",2000,252000000000,31042000,23.89,769.587,0,0,23.837,0,0.053,0,0,0,0,0,918.887,775.472,0,5.641,191.013,103.133,0.15,0,299.936,0,0,0,0,99.778,0,0.222,0,0,0,-3.681,-11.462,1.19,9662.271
"Algeria","DZA",2001,252000000000,31452000,25.031,795.836,0,0,24.963,0,0.068,0,0,0,0,0,864.726,763.443,0,6.513,197.322,106.775,0.19,0,310.801,0,0,0,0,99.728,0,0.272,0,0,0,3.622,10.865,1.233,9881.754
"Algeria","DZA",2002,266000000000,31855000,25.992,815.933,0,0,25.936,0,0.056,0,0,0,0,0,889.417,823.159,0,8.548,194.839,118.397,0.156,0,321.941,0,0,0,0,99.785,0,0.215,0,0,0,3.584,11.14,1.21,10106.442
"Algeria","DZA",2003,289000000000,32264000,27.81,861.94,0,0,27.548,0,0.262,0,0,0,0,0,938.577,917.337,0,7.048,205.932,123.174,0.722,0,336.876,0,0,0,0,99.058,0,0.942,0,0,0,4.639,14.935,1.166,10441.229
"Algeria","DZA",2004,308000000000,32692000,29.387,898.907,0,0,29.139,0,0.248,0,0,0,0,0,920.55,970.121,0,8.408,211.899,128.747,0.679,0,349.734,0,0,0,0,99.156,0,0.844,0,0,0,3.817,12.858,1.136,10697.854
"Algeria","DZA",2005,354000000000,33150000,31.907,962.516,0,0,31.358,0,0.549,0,0,0,0,0,849.118,1003.638,0,6.908,223.56,134.213,1.494,0,366.175,0,0,0,0,98.279,0,1.721,0,0,0,4.701,16.441,1.034,11046.017
"Algeria","DZA",2006,386000000000,33641000,33.124,984.618,0,0,32.908,0,0.216,0,0,0,0,0,812.996,1000.902,0,10.258,228.498,139.846,0.582,0,379.183,0,0,0,0,99.348,0,0.652,0,0,0,3.552,13.007,0.982,11271.449
"Algeria","DZA",2007,398000000000,34167000,34.976,1023.672,0,0,34.752,0,0.224,0,0,0,0,0,816.461,1004.153,0,8.804,233.807,156.39,0.6,0,399.601,0,0,0,0,99.36,0,0.64,0,0,0,5.385,20.419,1.004,11695.535
"Algeria","DZA",2008,423000000000,34731000,37.836,1089.396,0,0,37.556,0,0.28,0,0,0,0,0,826.009,984.17,0,8.804,244.042,169.916,0.747,0,423.509,0,0,0,0,99.26,0,0.74,0,0,0,5.983,23.908,1.001,12193.979
"Algeria","DZA",2009,392000000000,35334000,36.206,1024.679,0,0,35.903,0,0.303,0,0,0,0,0,765.669,896.773,0,5.652,262.118,180.135,0.897,0,448.802,0,0,0,0,99.163,0,0.837,0,0,0,5.972,25.293,1.145,12701.699
"Algeria","DZA",2010,448000000000,35977000,42.998,1195.166,0,0,42.826,0,0.172,0,0,0,0,0,773.966,856.61,0,3.605,253.272,180.049,0.451,0,437.402,0.024,0,0,0,99.6,0,0.4,0,0,0,-2.54,-11.4,0.976,12157.811
"Algeria","DZA",2011,482000000000,36661000,48.176,1314.088,0,0,47.679,0,0.497,0,0,0,0,0,795.988,832.227,0,3.198,267.97,192.228,0.98,0,464.422,0.047,0,0,0,98.968,0,1.032,0,0,0,6.178,27.021,0.964,12668.024
"Algeria","DZA",2012,493000000000,37384000,53.985,1444.056,0,0,53.368,0,0.616,0,0,0,0,0,784.438,780.407,0,3.396,298.741,204.395,1.002,0,507.603,0.069,0,0,0,98.859,0,1.141,0,0,0,9.298,43.181,1.03,13578.086
"Algeria","DZA",2013,493000000000,38140000,56.314,1476.494,0,0,55.986,0,0.327,0,0,0,0,0,793.389,752.215,0,1.838,321.215,213.577,0.253,0,536.956,0.073,0,0,0,99.419,0,0.581,0,0,0,5.783,29.353,1.089,14078.557
"Algeria","DZA",2014,494000000000,38924000,60.401,1551.763,0,0,60.149,0,0.251,0,0,0.001,0,0,801.725,798.508,0,2.082,360.919,221.925,0.491,0,585.572,0.153,0.003,0,0,99.583,0,0.416,0,0,0.002,9.054,48.616,1.185,15043.984
"Algeria","DZA",2015,513000000000,39728000,64.682,1628.132,0,0,64.461,0,0.144,0,0.058,0.019,0,0,814.112,780.558,0,1.547,379.225,236.149,0.367,0,617.482,0.147,0.048,0,0,99.658,0,0.223,0,0.09,0.029,5.449,31.91,1.204,15542.75
"Algeria","DZA",2016,534000000000,40551000,66.755,1646.2,0,0,66.423,0,0.216,0,0.087,0.029,0,0,913.923,794.398,0,0.57,385.963,229.441,0.181,0,616.819,0.616,0.048,0,0,99.503,0,0.323,0,0.13,0.043,-0.107,-0.663,1.155,15210.944
"Argentina","ARG",2000,557000000000,36871000,85.24,2311.846,0.68,1.855,45.125,3.074,28.486,5.985,0,0.035,0,0,363.813,480.09,0,7.513,322.968,241.977,94.539,17.158,686.126,0,0.097,0.798,2.176,52.939,3.606,33.419,7.021,0,0.041,4.039,26.637,1.232,18608.827
"Argentina","ARG",2001,525000000000,37276000,86.501,2320.566,0.62,1.433,40.126,1.079,36.653,6.541,0,0.049,0,0,361.187,510.067,0,6.157,302.35,233.114,115.642,19.481,678.563,0,0.136,0.717,1.657,46.387,1.248,42.373,7.562,0,0.057,-1.102,-7.563,1.293,18203.75
"Argentina","ARG",2002,453000000000,37682000,81.156,2153.695,0.87,0.877,37.593,0.861,35.492,5.39,0,0.073,0,0,351.17,502.46,0,4.586,294.376,214.874,113.7,15.961,646.03,0,0.201,1.072,1.08,46.322,1.061,43.733,6.642,0,0.09,-4.794,-32.533,1.426,17144.248
"Argentina","ARG",2003,487000000000,38088000,88.146,2314.27,1,0.984,44.487,1.092,33.475,7.03,0,0.078,0,0,399.114,500.37,0,5.594,336.291,221.144,106.468,20.613,693.085,0,0.212,1.134,1.117,50.47,1.238,37.977,7.975,0,0.088,7.284,47.055,1.423,18196.932
"Argentina","ARG",2004,532000000000,38492000,95.691,2485.99,1.2,1.707,51.058,4.205,30.136,7.313,0,0.072,0,0,436.458,476.356,0,9.52,368.092,232.647,95.836,21.301,730.03,0,0.196,1.254,1.783,53.357,4.395,31.493,7.642,0,0.075,5.33,36.945,1.372,18965.749
"Argentina","ARG",2005,584000000000,38893000,100.865,2593.398,1.3,2.22,51.126,6.11,33.664,6.37,0,0.075,0,0,443.752,457.119,0,10.962,392.89,247.287,105.847,18.488,778.556,0,0.193,1.289,2.201,50.687,6.058,33.375,6.315,0,0.074,6.647,48.526,1.333,20017.886
"Argentina","ARG",2006,631000000000,39290000,111.412,2835.635,2.8,2.105,53.009,8.703,37.571,7.153,0,0.07,0,0,448.323,457.863,0,9.924,406.505,259.96,116.605,20.638,818.009,0,0.186,2.513,1.89,47.579,7.812,33.723,6.42,0,0.063,5.067,39.453,1.296,20819.765
"Argentina","ARG",2007,694000000000,39684000,110.869,2793.799,2.76,2.494,56.72,12.049,30.063,6.722,0,0.061,0,0,435.972,443.713,0,14.36,427.122,288.759,100.25,19.268,854.109,0,0.164,2.489,2.249,51.16,10.868,27.116,6.063,0,0.055,4.413,36.101,1.231,21522.762
"Argentina","ARG",2008,741000000000,40080000,114.757,2863.194,1.576,1.952,59.414,14.809,30.113,6.85,0,0.042,0,0,428.484,438.956,0,17.516,431.888,296.955,98.196,19.518,868.655,0,0.111,1.373,1.701,51.774,12.905,26.241,5.969,0,0.037,1.703,14.546,1.172,21673.035
"Argentina","ARG",2009,692000000000,40483000,116.301,2872.838,1.366,1.809,56.819,15.154,33.527,7.59,0,0.036,0,0,403.012,395.285,0,9.621,418.356,290.821,106.993,21.468,851.891,0,0.097,1.175,1.555,48.855,13.03,28.828,6.526,0,0.031,-1.93,-16.765,1.231,21043.171
"Argentina","ARG",2010,772000000000,40896000,119.626,2925.117,1.165,3.113,58.055,17.557,33.019,6.691,0,0.025,0,0,389.97,386.401,5.962,13.472,420.875,326.294,105.71,18.799,896.428,0,0.066,0.974,2.602,48.531,14.677,27.602,5.593,0,0.021,5.228,44.537,1.161,21919.694
"Argentina","ARG",2011,836000000000,41320000,122.754,2970.82,1.162,3.032,61.438,20.133,31.034,5.894,0.002,0.059,0,0,377.179,362.097,8.8,14.619,438.398,326.754,102.728,16.585,913.633,0.004,0.069,0.947,2.47,50.05,16.401,25.281,4.801,0.002,0.048,1.919,17.205,1.093,22111.154
"Argentina","ARG",2012,838000000000,41755000,128.693,3082.088,1.372,2.701,68.919,20.255,28.712,5.903,0.008,0.822,0,0,366.912,358.096,10.877,13.669,456.642,339.731,94.984,16.49,939.687,0.021,0.953,1.066,2.099,53.553,15.739,22.311,4.587,0.006,0.639,2.852,26.054,1.121,22504.785
"Argentina","ARG",2013,847000000000,42196000,132.311,3135.63,1.314,2.434,67.365,21.931,32.513,5.732,0.015,1.007,0,0,345.559,350.493,12.06,14.939,460.277,364.19,104.202,15.891,979.05,0.039,1.161,0.993,1.84,50.914,16.576,24.573,4.332,0.011,0.761,4.189,39.363,1.156,23202.432
"Argentina","ARG",2014,818000000000,42638000,131.614,3086.766,0.988,2.634,69.154,20.612,32.332,5.258,0.016,0.619,0,0,344.859,345.852,14.111,15.892,461.55,357.073,103.995,14.033,974.129,0.041,1.577,0.751,2.001,52.543,15.661,24.566,3.995,0.012,0.47,-0.503,-4.921,1.191,22846.498
"Argentina","ARG",2015,840000000000,43075000,137.8,3199.081,1.194,2.487,71.293,23.761,31.939,6.519,0.015,0.593,0,0,354.912,348.864,15.394,15.814,466.526,367.291,105.671,17.807,996.057,0.037,1.501,0.866,1.805,51.736,17.243,23.178,4.731,0.011,0.43,2.251,21.928,1.186,23123.79
"Argentina","ARG",2016,820000000000,43508000,139.362,3203.131,1.214,1.977,76.574,21.953,29.405,7.677,0.014,0.548,0,0,372.824,332.436,16.339,12.189,482.1,359.374,96.202,20.835,993.388,0.036,1.376,0.871,1.419,54.946,15.752,21.1,5.509,0.01,0.393,-0.268,-2.669,1.211,22832.315
"Australia","AUS",2000,680000000000,18991000,198.16,10434.393,1.13,163.477,15.198,2.062,16.196,0,0.038,0.058,0,1996.821,311.924,430.676,0,591.584,205.551,467.658,45.74,0,1313.507,0.13,0.372,0.57,82.498,7.669,1.041,8.173,0,0.019,0.029,0.431,5.641,1.932,69164.691
"Australia","AUS",2001,694000000000,19195000,211.738,11030.884,1.35,168.358,22.931,2.448,16.397,0,0.044,0.21,0,2157.923,326.413,398.5,0,585.612,221.693,470.647,44.497,0,1325.592,0.149,0.792,0.638,79.512,10.83,1.156,7.744,0,0.021,0.099,0.92,12.086,1.91,69059.245
"Australia","AUS",2002,724000000000,19401000,214.646,11063.644,1.58,164.665,29.273,2.996,15.718,0,0.05,0.364,0,2224.048,330.012,396.024,0,598.795,228.148,469.101,44.131,0,1345.272,0.16,1.463,0.736,76.715,13.638,1.396,7.323,0,0.023,0.17,1.485,19.68,1.858,69340.366
"Australia","AUS",2003,742000000000,19624000,213.629,10886.086,1.62,163.419,28.378,3.322,16.127,0,0.059,0.703,0,2299.05,337.453,342.793,0,615.945,229.943,468.795,44.163,0,1365.545,0.172,1.918,0.758,76.497,13.284,1.555,7.549,0,0.028,0.329,1.507,20.273,1.84,69585.462
"Australia","AUS",2004,773000000000,19880000,223.072,11220.949,1.86,174.445,26.671,3.436,15.886,0,0.069,0.705,0,2388.833,359.303,299.372,0,641.831,234.536,482.08,42.464,0,1410.881,0.197,2.152,0.834,78.201,11.956,1.54,7.121,0,0.031,0.316,3.32,45.336,1.825,70969.86
"Australia","AUS",2005,826000000000,20179000,215.7,10689.345,3.83,170.543,21.684,3.523,15.156,0,0.079,0.885,0,2501.29,382.353,294.078,0.08,638.129,232.59,478.913,41.601,0,1405.447,0.226,3.494,1.776,79.065,10.053,1.633,7.026,0,0.037,0.41,-0.385,-5.434,1.702,69648.968
"Australia","AUS",2006,842000000000,20526000,219.902,10713.331,3.91,169.974,24.968,3.478,15.767,0,0.091,1.713,0,2556.843,406.823,272.972,0.946,655.413,259.431,518.095,39.948,0,1490.384,0.261,5.779,1.778,77.295,11.354,1.582,7.17,0,0.041,0.779,6.043,84.937,1.77,72609.558
"Australia","AUS",2007,877000000000,20916000,229.515,10973.177,3.95,173.631,31.268,3.75,14.196,0,0.109,2.611,0,2640.857,427.512,284.161,3.608,649.729,290.198,511.947,34.661,0,1509.378,0.302,7.576,1.721,75.651,13.623,1.634,6.185,0,0.047,1.138,1.274,18.994,1.721,72163.779
"Australia","AUS",2008,932000000000,21332000,229.554,10761.019,4.596,170.956,33.69,5.302,11.79,0,0.127,3.093,0,2720.624,416.829,280.136,8.652,677.221,285.35,512.6,31.189,0,1534.266,0.367,9.129,2.002,74.473,14.676,2.31,5.136,0,0.055,1.347,1.649,24.888,1.646,71923.196
"Australia","AUS",2009,927000000000,21751000,234.745,10792.377,2.815,171.354,38.713,6.213,11.684,0,0.16,3.806,0,2822.836,466.976,259.793,12.698,654.79,291.365,509.569,33.166,0,1521.302,0.761,11.642,1.199,72.996,16.491,2.647,4.977,0,0.068,1.621,-0.845,-12.964,1.641,69941.698
"Australia","AUS",2010,994000000000,22155000,238.759,10776.774,2.777,166.964,44.383,5.692,13.502,0,0.389,5.052,0,2914.792,540.107,284.824,19.16,607.329,337.837,505.024,35.841,0,1527.103,2.549,12.998,1.163,69.93,18.589,2.384,5.655,0,0.163,2.116,0.381,5.801,1.536,68928.146
"Australia","AUS",2011,1030000000000,22538000,240.06,10651.345,2.102,162.92,46.213,4.654,16.694,0,1.392,6.085,0,2850.816,556.507,249.963,20.221,591.993,352.831,537.84,50.72,0,1582.242,5.298,16.668,0.876,67.866,19.25,1.939,6.954,0,0.58,2.535,3.611,55.139,1.536,70203.291
"Australia","AUS",2012,1020000000000,22904000,237.356,10363.101,3.043,158.359,47.697,4.983,13.979,0,2.325,6.97,0.001,3091.912,595.261,248.277,18.007,554.398,353.907,558.692,43.881,0,1562.975,6.213,19.898,1.282,66.718,20.095,2.099,5.889,0,0.98,2.937,-1.218,-19.266,1.532,68240.28
"Australia","AUS",2013,1010000000000,23255000,236.225,10158.045,3.152,147.81,50.133,5.577,18.116,0,3.476,7.96,0.001,3323.746,618.002,206.784,17.071,526.176,371.735,568.776,48.872,0,1574.716,9.85,23.705,1.334,62.572,21.223,2.361,7.669,0,1.471,3.37,0.751,11.74,1.559,67715.146
"Australia","AUS",2014,1020000000000,23596000,234.693,9946.289,3.511,143.449,49.584,5.548,18.338,0,4.01,10.252,0.001,3559.452,666.442,221.719,16.366,521.82,400.999,574.843,36.861,0,1597.398,12.602,24.882,1.496,61.122,21.127,2.364,7.814,0,1.709,4.368,1.44,22.682,1.566,67697.824
"Australia","AUS",2015,1050000000000,23932000,238.222,9954.109,3.608,151.422,47.509,5.867,13.324,0,5.023,11.467,0.001,3555.705,760.39,197.223,14.863,540.351,421.07,554.516,35.632,0,1621.386,15.701,29.949,1.515,63.564,19.943,2.463,5.593,0,2.109,4.814,1.502,23.989,1.544,67749.728
"Australia","AUS",2016,1070000000000,24263000,243.12,10020.199,3.722,154.279,46.128,5.561,15.021,0,6.209,12.199,0.001,3563.059,964.193,181.24,12.685,539.997,417.261,559.081,44.338,0,1634.105,18.798,32.759,1.531,63.458,18.973,2.287,6.178,0,2.554,5.018,0.784,12.718,1.527,67349.654
"Austria","AUT",2000,288000000000,8069000,59.852,7417.582,1.528,5.727,7.851,2.841,41.835,0,0.003,0.067,0,0,0,0,0.198,42.479,78.205,142.163,116.21,0,383.695,0.008,0.186,2.553,9.569,13.117,4.746,69.897,0,0.005,0.112,0.309,1.184,1.332,47551.699
"Austria","AUT",2001,283000000000,8098000,61.052,7539.171,1.668,6.893,8.746,3.18,40.455,0,0.005,0.105,0,0,0,0,0.227,43.881,82.882,154.262,111.647,0,397.99,0.014,0.475,2.732,11.29,14.325,5.209,66.264,0,0.009,0.171,3.726,14.296,1.406,49146.762
"Austria","AUT",2002,292000000000,8134000,60.689,7461.095,1.517,6.613,9.308,2.871,40.227,0,0.009,0.14,0.003,0,0,0,0.235,44.58,81.485,157.517,110.3,0,398.867,0.025,0.557,2.5,10.897,15.337,4.731,66.284,0,0.015,0.23,0.22,0.877,1.366,49037.043
"Austria","AUT",2003,293000000000,8176000,58.081,7103.86,1.647,8.443,11.164,3.223,33.215,0,0.015,0.372,0.003,0,0,0,0.244,47.548,89.63,170.444,90.49,0,404.057,0.041,0.997,2.835,14.537,19.221,5.548,57.187,0,0.025,0.641,1.301,5.19,1.379,49419.906
"Austria","AUT",2004,303000000000,8217000,61.935,7537.428,1.912,7.905,10.953,3.448,36.762,0,0.018,0.934,0.002,0,0,0,0.249,46.576,90.492,165.871,99.516,0,410.829,0.049,2.501,3.088,12.763,17.685,5.568,59.356,0,0.03,1.507,1.676,6.772,1.356,49997.5
"Austria","AUT",2005,312000000000,8254000,64.487,7812.807,2.435,7.166,13.028,3.408,37.095,0,0.021,1.331,0.002,0,0,0,0.946,46.438,95.277,165.194,99.781,0,417.83,0.057,3.581,3.776,11.113,20.202,5.285,57.524,0,0.033,2.064,1.704,7,1.339,50621.48
"Austria","AUT",2006,325000000000,8285000,61.958,7478.313,3.234,7.043,10.668,3.578,35.656,0,0.022,1.753,0.003,0,0,0,3.397,46.398,89.532,165.073,95.307,0,413.106,0.06,4.685,5.22,11.367,17.218,5.775,57.549,0,0.036,2.829,-1.131,-4.724,1.271,49861.92
"Austria","AUT",2007,337000000000,8314000,62.922,7568.172,4.059,6.6,9.903,3.24,37.054,0,0.024,2.037,0.002,0,0,0,3.964,44.86,84.709,155.289,98.426,0,403.512,0.064,5.411,6.451,10.49,15.739,5.15,58.89,0,0.039,3.238,-2.322,-9.594,1.197,48534.016
"Austria","AUT",2008,342000000000,8342000,64.497,7731.592,4.158,5.527,11.181,3.258,38.329,0,0.03,2.011,0.002,0,0,0,4.843,44.316,90.686,153.776,101.18,0,411.548,0.08,5.309,6.447,8.57,17.336,5.051,59.428,0,0.047,3.118,1.992,8.036,1.203,49334.423
"Austria","AUT",2009,336000000000,8373000,66.298,7918.078,4.276,3.759,12.343,3.02,40.896,0,0.049,1.954,0.002,0,0,0,6.143,33.391,88.319,146.022,107.29,0,397.643,0.128,5.126,6.45,5.669,18.617,4.555,61.686,0,0.074,2.947,-3.379,-13.905,1.183,47491.043
"Austria","AUT",2010,341000000000,8410000,67.915,8075.517,4.481,4.918,14.351,3.647,38.363,0,0.089,2.064,0.001,0,0,0,5.991,39.261,96.128,152.453,100.027,0,411.111,0.232,5.381,6.598,7.242,21.131,5.37,56.487,0,0.131,3.039,3.387,13.468,1.206,48883.574
"Austria","AUT",2011,350000000000,8454000,62.259,7364.397,4.56,5.432,12.437,3.482,34.237,0,0.174,1.936,0.001,0,0,0,6.019,40.32,90.418,142.315,88.729,0,384.976,0.451,5.018,7.324,8.724,19.976,5.593,54.992,0,0.28,3.11,-6.357,-26.135,1.1,45537.713
"Austria","AUT",2012,365000000000,8502000,68.698,8080.19,4.679,4.388,9.712,3.27,43.848,0,0.337,2.463,0.001,0,0,0,5.957,37.455,86.241,142.242,112.829,0,403.804,0.869,6.342,6.811,6.387,14.138,4.76,63.827,0,0.491,3.585,4.891,18.829,1.106,47495.221
"Austria","AUT",2013,368000000000,8556000,64.581,7548.049,4.696,4.212,6.65,3.228,42.017,0,0.626,3.152,0,0,0,0,5.241,38.096,82.005,146.776,107.649,0,401.179,1.603,8.073,7.271,6.522,10.297,4.998,65.06,0,0.969,4.881,-0.65,-2.625,1.09,46888.618
"Austria","AUT",2014,386000000000,8615000,61.599,7150.212,4.548,2.935,5.321,3.157,41.007,0,0.785,3.846,0,0,0,0,6.503,34.896,75.11,140.791,104.368,0,384.488,1.998,9.787,7.383,4.765,8.638,5.125,66.571,0,1.275,6.243,-4.161,-16.691,0.996,44630.048
"Austria","AUT",2015,389000000000,8679000,61.85,7126.382,4.648,2.954,7.664,3.65,37.157,0,0.937,4.84,0,0,0,0,7.74,37.714,79.681,140.202,93.742,0,385.086,2.371,12.245,7.514,4.777,12.391,5.901,60.076,0,1.515,7.826,0.156,0.599,0.99,44369.911
"Austria","AUT",2016,395000000000,8747000,65.256,7460.373,4.78,2.043,8.488,3.643,39.971,0,1.096,5.235,0,0,0,0,6.42,34.98,83.422,145.085,100.201,0,397.826,2.756,13.165,7.326,3.13,13.007,5.583,61.253,0,1.68,8.022,3.308,12.739,1.007,45481.414
"Azerbaijan","AZE",2000,20935151616,8123000,17.654,2173.347,0,0,0,16.135,1.519,0,0,0,0,0,51.447,163.357,0,0,52.744,74.266,4.261,0,131.271,0,0,0,0,0,91.396,8.604,0,0,0,4.4,5.532,6.27,16160.413
"Azerbaijan","AZE",2001,22697379840,8197000,17.896,2183.228,0,0,0.709,15.899,1.288,0,0,0,0,0,50.433,173.923,0,0.035,75.654,47.27,3.59,0,126.55,0,0,0,0,3.961,88.842,7.197,0,0,0,-3.596,-4.721,5.576,15438.579
"Azerbaijan","AZE",2002,23994841088,8277000,18.472,2231.681,0,0,0.703,15.769,2,0,0,0,0,0,46.777,178.045,0,0.023,75.869,43.52,5.539,0,124.95,0,0,0,0,3.806,85.367,10.827,0,0,0,-1.264,-1.6,5.207,15096.085
"Azerbaijan","AZE",2003,25655795712,8361000,20.131,2407.731,0,0,3.085,14.602,2.444,0,0,0,0,0,46.631,178.556,0,0.035,77.799,50.6,6.729,0,135.163,0,0,0,0,15.323,72.536,12.14,0,0,0,8.173,10.213,5.268,16165.886
"Azerbaijan","AZE",2004,27732254720,8449000,20.482,2424.159,0,0,3.097,14.658,2.727,0,0,0,0,0,45.432,179.496,0,0.011,91.228,54.573,7.458,0,153.27,0,0,0,0,15.119,71.567,13.314,0,0,0,13.396,18.107,5.527,18140.566
"Azerbaijan","AZE",2005,40730849280,8539000,20.095,2353.374,0,0,2.985,14.131,2.979,0,0,0,0,0,55.884,257.932,0,0.037,94.232,63.799,8.095,0,166.163,0,0,0,0,14.855,70.321,14.824,0,0,0,8.412,12.894,4.08,19459.323
"Azerbaijan","AZE",2006,58473254912,8630000,22.32,2586.375,0,0,3.458,16.369,2.493,0,0,0,0,0,65.938,374.663,0,0.037,99.616,57.113,6.731,0,163.497,0,0,0,0,15.493,73.338,11.169,0,0,0,-1.605,-2.666,2.796,18945.153
"Azerbaijan","AZE",2007,80977575936,8724000,20.654,2367.494,0,0,4.048,14.266,2.34,0,0,0,0,0,105.605,503.457,0,0.057,87.708,53.855,6.279,0,147.9,0,0,0,0,19.599,69.071,11.33,0,0,0,-9.54,-15.597,1.826,16953.207
"Azerbaijan","AZE",2008,89389998080,8822000,20.456,2318.787,0,0,4.501,13.745,2.21,0,0,0,0,0,159.269,526.319,0,0.043,100.346,43.056,5.892,0,149.336,0,0,0,0,22.005,67.191,10.803,0,0,0,0.971,1.437,1.671,16927.736
"Azerbaijan","AZE",2009,95528968192,8924000,17.85,2000.17,0,0,4.846,10.719,2.285,0,0,0,0,0,159.134,590.618,0,0.043,85.682,40.15,6.056,0,131.936,0,0.006,0,0,27.148,60.051,12.801,0,0,0,-11.652,-17.4,1.381,14784.414
"Azerbaijan","AZE",2010,115000000000,9032000,17.76,1966.366,0,0,5.76,8.587,3.412,0,0,0.001,0,0,162.547,595.851,0,0.065,81.449,39.636,8.986,0,130.137,0,0.001,0,0,32.434,48.349,19.211,0,0,0.006,-1.364,-1.799,1.132,14408.422
"Azerbaijan","AZE",2011,146000000000,9146000,19.21,2100.363,0,0,6.649,9.912,2.649,0,0,0,0,0,159.512,535.215,0,0.057,89.201,48.582,6.934,0,144.775,0,0,0,0,34.613,51.597,13.79,0,0,0,11.248,14.638,0.992,15829.275
"Azerbaijan","AZE",2012,150000000000,9265000,21.7,2342.146,0,0,7.989,11.908,1.803,0,0,0,0,0,168.098,507.851,0,0.043,93.615,50.81,4.69,0,149.158,0,0,0,0,36.814,54.878,8.309,0,0,0,3.028,4.384,0.994,16099.108
"Azerbaijan","AZE",2013,146000000000,9385000,22.035,2347.923,0.134,0,8.201,12.225,1.474,0,0.001,0.001,0,0,174.464,509.09,0,0.036,94.03,55.304,3.812,0,153.358,0.002,0.002,0.608,0,37.216,55.477,6.689,0,0.005,0.005,2.816,4.2,1.05,16340.765
"Azerbaijan","AZE",2014,149000000000,9506000,23.32,2453.194,0.174,0,10.904,10.95,1.287,0,0.003,0.002,0,0,183.841,493.622,0,0.022,98.545,54.294,3.308,0,156.403,0.007,0.006,0.746,0,46.759,46.955,5.519,0,0.013,0.009,1.985,3.044,1.05,16453.03
"Azerbaijan","AZE",2015,151000000000,9623000,23.3,2421.33,0.182,0,10.721,10.766,1.621,0,0.005,0.005,0,0,187.841,487.898,0,0.036,111.466,55.102,4.142,0,170.999,0.012,0.012,0.781,0,46.013,46.206,6.957,0,0.021,0.021,9.333,14.597,1.132,17769.834
"Azerbaijan","AZE",2016,145000000000,9736000,23.567,2420.633,0.174,0,10.676,10.72,1.939,0,0.035,0.023,0,0,182.776,481.021,0,0.014,109.307,54.735,4.927,0,169.349,0.089,0.057,0.738,0,45.299,45.489,8.228,0,0.149,0.098,-0.965,-1.65,1.168,17394.072
"Bangladesh","BGD",2000,185000000000,127658000,14.873,116.507,0,0.401,10.199,3.335,0.937,0,0,0,0,0,90.582,0,0,3.836,90.582,39.488,2.081,0,135.987,0,0,0,2.696,68.576,22.424,6.3,0,0.003,0,7.214,9.151,0.735,1065.242
"Bangladesh","BGD",2001,190000000000,130089000,16.399,126.06,0,0.444,11.282,3.689,0.983,0,0.001,0,0,0,101.432,0,0,4.069,101.432,47.167,2.74,0,155.408,0,0,0,2.705,68.798,22.496,5.994,0,0.006,0,14.282,19.422,0.818,1194.631
"Bangladesh","BGD",2002,201000000000,132478000,17.6,132.853,0,0.476,12.108,3.959,1.055,0,0.002,0,0,0,106.711,0,0,4.249,106.711,47.364,2.054,0,160.379,0,0,0,2.705,68.794,22.495,5.994,0,0.011,0,3.198,4.971,0.798,1210.609
"Bangladesh","BGD",2003,208000000000,134792000,18.589,137.908,0,0.458,13.207,3.807,1.115,0,0.003,0,0,0,114.784,0,0,4.063,114.784,49.096,2.041,0,169.987,0.002,0,0,2.462,71.046,20.477,5.998,0,0.016,0,5.991,9.608,0.817,1261.106
"Bangladesh","BGD",2004,212000000000,136986000,23.269,169.861,0,0.578,16.668,4.804,1.214,0,0.004,0,0,0,123.402,0,0,4.069,123.402,46.329,2.028,0,175.834,0.005,0,0,2.483,71.635,20.647,5.217,0,0.017,0,3.439,5.847,0.829,1283.587
"Bangladesh","BGD",2005,224000000000,139036000,25.442,182.992,0,0.633,18.261,5.263,1.28,0,0.005,0,0,0,132.634,0,0,8.348,132.634,46.623,2.015,0,189.628,0.009,0,0,2.488,71.773,20.687,5.031,0,0.02,0.002,7.845,13.795,0.847,1363.88
"Bangladesh","BGD",2006,244000000000,140920992,29.247,207.542,0,0.73,21.06,6.07,1.375,0,0.01,0.002,0,0,143.634,0,0,12.684,143.634,47.123,2.002,0,205.461,0.014,0.004,0,2.496,72.007,20.755,4.701,0,0.034,0.007,8.349,15.833,0.842,1457.99
"Bangladesh","BGD",2007,270000000000,142660000,29.21,204.753,0,0.745,21.503,6.198,0.742,0,0.02,0.002,0,0,153.364,0,0,10.351,153.364,44.56,1.99,0,210.292,0.024,0.004,0,2.551,73.615,21.218,2.54,0,0.068,0.007,2.351,4.831,0.779,1474.081
