subject_uuid,subject_nickname,sex,subject_birth_date,ear_mark,subject_line,subject_strain,subject_source,protocol_number,subject_description,subject_ts
5fb800d9-3ac1-449d-bf47-f077bf56538c,ZFM-01576,F,2020-05-26,RF,C57BL/6J,C57BL/6J,Charles River,3,,2020-07-24 13:57:46
5fdc719a-9615-4be6-91fd-80b14e8551de,NYU-48,M,2021-02-21,,,,,1,,2021-05-01 04:19:23
60fe80b7-7506-4885-8c36-e8622025780c,CSH_ZAD_001,F,2019-04-16,R,C57BL/6J,,Jax,3,,2019-09-18 01:17:37
63ab0e35-6a5f-4836-9329-a24116127276,SWC_054,M,2020-05-12,R,C57BL/6J,C57BL/6J,Charles River,1,'young b',2020-07-13 13:48:59
64141161-4b3c-449f-ab6d-425b93231a81,ibl_witten_22,F,2019-12-03,NA,C57BL/6J,,Jax,3,,2020-09-24 00:07:35
668f28a9-da35-4364-a933-3caa3d59f3a2,SWC_058,M,2020-07-28,L,C57BL/6J,C57BL/6J,Charles River,1,'the mate',2020-10-22 04:10:36
6b827ce6-e3f1-4e40-81d4-6ecdf6f04668,ibl_witten_17,M,2019-11-13,N/A,C57BL/6J,,Jax,3,,2020-09-24 00:07:35
6d3a3635-05cd-4f5b-97c5-2c129b812a33,DY_003,M,2019-01-01,none,C57BL/6J,,Jax,3,,2019-09-18 01:17:37
6d9f2ea8-211d-4bf5-af2d-97a5cf3c8251,UCLA034,M,2021-07-28,L,,,,1,,2021-11-24 02:17:34
6dca8a66-af3d-444d-bc26-80719356dca5,NYU-45,M,2021-04-01,,C57BL/6J,C57BL/6J,,1,,2021-04-22 16:51:26
6dcef540-d5f2-41d0-9233-55e0da87fe59,ZM_1743,F,2019-03-04,RF,C57BL/6J,,Jax,3,,2020-01-13 23:39:42
6e1e46eb-a742-4385-926c-db14a8f9347f,CSHL_003,M,2018-11-20,LR,C57BL/6J,,Jax,3,,2020-01-13 23:39:42
6eb7631a-4304-45d3-a45e-1e6313c3bb6f,KS032,M,2019-12-10,,C57BL/6J,,,3,,2020-09-24 00:07:35
70bf8cbd-d312-4654-a4ea-3a21ea2f541b,SWC_043,M,2019-12-11,L,C57BL/6J,,Charles River,1,,2020-09-24 00:07:36
726e6b19-e9ef-4e37-a7d7-986d5bcd551c,ibl_witten_15,M,2019-04-23,NA,C57BL/6J,,,3,,2019-09-18 01:17:37
72c817c7-dda4-4036-ae1e-5632cfde2b99,ZM_3002,M,2019-11-10,F,C57BL/6J,,Charles River,3,,2020-09-24 00:07:36
76273386-e6a3-4b91-a5fe-a10264b67bb0,ibl_witten_24,F,2019-12-03,NA,C57BL/6J,,Jax,3,,2020-09-24 00:07:36
7776c0a9-23ef-4e62-90fc-56adee291782,NYU-09,F,2019-07-23,0,,,,1,,2020-01-13 23:39:45
787af8d0-46db-4f32-bb5f-353c17d11e6c,CSHL_014,F,2019-02-19,Left.Left,C57BL/6J,,Jax,3,,2019-09-18 01:17:37
79220479-3f1f-43d7-af79-c8001eaa5e3a,KS017,F,2019-06-18,,C57BL/6J,,,3,,2019-09-18 01:17:37
79dc7d34-79cd-4bd1-9d7f-cbd0fc8d8f90,SWC_012,M,2019-04-30,LR (Rear HP),C57BL/6J,,Charles River,4,ID: 968398,2020-01-13 23:39:45
79eeebd4-cec7-42df-a4fe-8f151b7296e6,ZFM-01592,M,2020-06-14,1 stripe,C57BL/6J,C57BL/6J,Charles River,3,,2020-09-04 14:01:31
7c24ddbc-3d63-4386-b3af-0baa13c92e2a,KS075,M,2021-06-29,,C57BL/6J,C57BL/6J,,3,,2021-10-02 14:00:32
7d334e82-1270-4346-86c2-4a8b7530946d,ibl_witten_13_,M,2019-04-23,NA,C57BL/6J,,,3,,2020-01-13 23:39:47
7e030a6f-10f4-489a-94d7-d511e83e3fbe,KS033,M,2019-12-10,,C57BL/6J,,,1,,2020-09-24 00:07:36
7ff788f6-992e-4149-908b-cdd66e6b6fec,SWC_028,M,2019-08-16,L,,,,1,,2020-01-13 23:39:47
808d713e-2e6e-4b2e-ac84-a946a5a5fa9e,KS020,M,2019-06-25,,C57BL/6J,,,3,,2020-01-13 23:39:48
82a45288-a291-43f2-a3ef-6ee77f98abd6,ZM_1084,M,2018-10-23,RB,C57BL/6J,,Jax,3,,2019-09-18 01:17:37
842920aa-52e0-401c-8a81-260216b220fa,ZM_3006,F,2019-11-10,2 stripes,C57BL/6J,,Charles River,3,,2020-09-24 00:07:36
85d379ee-a5d6-4adf-a611-16603494bcbb,ZM_1928,F,2019-06-10,RF,C57BL/6J,,Charles River,1,Blinded experiment.,2020-01-13 23:39:50
87caaddb-2863-42f7-b7d9-804bfba9c599,ibl_witten_05,M,2018-11-06,L,C57BL/6J,,Jax,3,,2020-01-13 23:39:50
898fb9e5-621a-41b1-8e19-651f32d8ac1d,CSH_ZAD_018,F,2019-11-12,LL,C57BL/6J,,Jax,3,,2020-09-24 00:07:36
8b60a978-9e2d-41ec-abec-40afd3e40015,ibl_witten_25,M,2020-06-09,,,C57BL/6J,Jax,3,,2020-09-28 22:44:25
8b79e73e-20f9-4bdc-a78e-341511d893ca,ZM_1098,M,2018-10-23,LRF,C57BL/6J,,Jax,3,,2020-01-13 23:39:52
8cfed8b1-8c3c-4e81-b909-3551ac44b19a,CSHL_011,F,2019-02-19,Right,C57BL/6J,,Jax,3,,2020-01-13 23:39:53
8d62cad7-76e8-479f-87ef-c0fc673f7d7b,NYU-29,M,2020-05-19,,C57BL/6J,C57BL/6J,Jax,1,,2020-07-14 04:48:09
8d652d52-a278-4a7d-afaf-2ec214e19b94,CSH_ZAD_003,F,2019-04-16,RL,C57BL/6J,,Jax,3,,2019-09-18 01:17:38
8e283b43-3a44-4f30-b292-d6d975c7f935,ibl_witten_02,M,2018-07-17,,,,,1,,2020-01-13 23:39:54
8f6fc7ce-4de0-4b8b-973b-72fd70145b9c,CSHL_004,M,2018-11-20,RR,C57BL/6J,,Jax,3,,2020-01-13 23:39:54
92130c1b-4fdb-4acc-86e0-1853d429c41a,CSH_ZAD_029,M,2020-03-31,RL,C57BL/6J,,Jax,3,,2020-09-24 00:07:37
9253d979-544b-401c-93f8-5c5cd9793a11,ZM_1898,F,2019-06-10,RB,C57BL/6J,,Charles River,1,Blinded experiment.,2020-01-13 23:39:55
937bd78b-58d6-4987-8ecf-02450afb46f7,ZM_1091,M,2018-10-23,,C57BL/6J,,Jax,3,,2019-09-18 01:17:38
9471b0ff-0027-4f06-94d8-0613e88f3878,ZM_1371,M,2018-12-24,,C57BL/6J,,,3,,2020-01-13 23:39:55
94aca514-aeed-4189-8123-24099bb03452,DY_008,M,2019-09-08,none,C57BL/6J,,Jax,1,,2020-01-13 23:39:56
95241a9c-481b-443c-83a7-462165f729ec,IBL-T3,F,2018-11-27,3,,,,1,,2020-01-13 23:39:56
95ea54b3-dbec-43dc-86a4-c45d79fabb95,SWC_034,M,2019-10-22,Left,,,,1,,2020-01-13 23:39:57
9a131c3b-3f44-49d9-b943-7fe13e2dc838,ibl_witten_20,M,2019-11-13,N/A,C57BL/6J,,Jax,3,,2020-09-24 00:07:37
9a46fcfa-81cf-4742-87c0-bb95f90d5913,KS015,M,2019-06-18,,C57BL/6J,,,3,,2019-09-18 01:17:38
9b471b07-5903-4baa-b56d-368d385c850c,DY_005,M,2019-01-01,none,C57BL/6J,,Jax,1,,2020-01-13 23:39:59
9bebfe0b-082e-4d66-aca7-fae29317f708,CSHL049,M,2019-08-06,,C57BL/6J,,Jax,3,,2020-01-13 23:39:59
a25f2ed4-2f8b-4708-9c70-2fb84dbb9b29,SWC_060,F,2020-07-28,R,C57BL/6J,C57BL/6J,Charles River,1,'Marie',2020-10-22 04:10:36
a3fd0a15-0f5c-4db1-a82c-6ab6bb4c631b,SWC_033,M,2019-10-22,Right,,,,1,,2020-01-13 23:40:02
a3ff51b9-b5e8-4c2c-8a27-730f09632ea8,SWC_032,M,2019-10-22,none,,,,1,,2020-01-13 23:40:02
a41930e3-a385-479c-912d-e24c197d6626,ZFM-02370,M,2020-12-20,RF,C57BL/6J,C57BL/6J,Charles River,3,,2021-03-02 04:08:29
